Object,X,Y,Z
box(3),0.39761758589858026,0.3556270076051009,1.05
box(2),0.615398147448899,-0.03304028907150991,1.05
box(1),0.47955349317291995,-0.1757355762276842,1.05
box(0),0.5216413240096321,0.20477619084985954,1.05
box(9),0.37169475161795357,0.18297665210992142,1.05
box(8),0.3204972741770638,-0.09171919692036135,1.05
box(7),0.44827984833606915,-0.4788917160860504,1.05
box(6),0.36668055661854076,-0.3445522382352296,1.05
box(5),0.6312112822065902,-0.20300000145266595,1.05
box(4),0.6170313013170557,0.4859046971546198,1.05
box(3),0.6034619806200094,-0.4372682177347247,1.05
box(2),0.36988767158325675,0.3692915486381657,1.05
box(1),0.4234950942040831,0.040399522033297885,1.05
box(0),0.48752002356681323,-0.09655901200953898,1.05
box(9),0.6026601066551774,0.27651342552804326,1.05
box(8),0.3481088807414504,0.1803021637083997,1.05
box(7),0.3346364224003017,-0.19540620624846172,1.05
box(6),0.5923973308764102,0.04345073998021698,1.05
box(5),0.4321934970961591,-0.352913793640121,1.05
box(4),0.6449507667238573,-0.25675872512148745,1.05
box(3),0.46814936588105094,0.49975954412231327,1.05
box(2),0.5765684413268979,-0.4626903770644504,1.05
box(1),0.34717633507330276,0.38329036363158786,1.05
box(0),0.6249048096798931,0.4853038873284633,1.05
box(9),0.6444516122519638,-0.10265138796066609,1.05
box(8),0.4932751331761933,0.265414182216799,1.05
box(7),0.47289102748900225,-0.1046843143875964,1.05
box(6),0.30864900072506146,0.2026787241988145,1.05
box(5),0.5922469201321579,0.04054670871534327,1.05
box(4),0.3493026194568174,-0.4276979010798676,1.05
box(3),0.4631049058288464,-0.317074825497327,1.05
box(2),0.41591726214664415,0.04206082422014734,1.05
box(1),0.6474614478803926,-0.48397960834830844,1.05
box(0),0.614015257487176,-0.255044069174045,1.05
box(9),0.3031966559234473,-0.26832656389455867,1.05
box(8),0.5751488938508134,0.464640374540065,1.05
box(7),0.41638167105196017,0.31148115881597993,1.05
box(6),0.4298829107813621,-0.1308832916158459,1.05
box(5),0.6324171504334262,0.21667062238770074,1.05
box(4),0.3799299232834561,0.4754126144662718,1.05
box(3),0.5713434983015602,-0.026348787689159714,1.05
box(2),0.484846392095425,-0.3934153848979135,1.05
box(1),0.3908227806990118,0.020431386932447726,1.05
box(0),0.3195081915382661,-0.4485685445768367,1.05
box(9),0.31199139833160333,0.15688041643032113,1.05
box(8),0.4760516693317715,0.15620667600713523,1.05
box(7),0.5446752956746186,0.4908473187615291,1.05
box(6),0.3903442426548435,0.2895771441375713,1.05
box(5),0.6474318540173314,-0.2507210041306911,1.05
box(4),0.5795617446693151,0.27016740200632827,1.05
box(3),0.30620766152023565,0.43689765139089054,1.05
box(2),0.6221170302953359,-0.06705109152591393,1.05
box(1),0.3075518061433943,-0.20907172330547374,1.05
box(0),0.4638169402386869,-0.02006644343702546,1.05
box(9),0.6090231942866589,-0.4764921184500055,1.05
box(8),0.4910387515329336,-0.3393198295199308,1.05
box(7),0.43980771451846373,0.13838865487470908,1.05
box(6),0.5855614514837074,0.4404781845860556,1.05
box(5),0.30778080253800916,-0.4976971478716776,1.05
box(4),0.36658373187024396,0.2855451597979247,1.05
box(3),0.5659669791505867,0.24622638180877987,1.05
box(2),0.6485779644933385,-0.30246253973711645,1.05
box(1),0.41756446415579906,0.4798121568180821,1.05
box(0),0.6179053264669907,-0.05928347760714414,1.05
box(9),0.3936390066383345,-0.1567246410999822,1.05
box(8),0.6202520099289672,0.09401494874655147,1.05
box(7),0.4918125844913011,-0.4337068810726117,1.05
box(6),0.3871731363650077,0.02051360435839611,1.05
box(5),0.6414218657873538,0.40769941279425714,1.05
box(4),0.3331547555663665,-0.33103398155243,1.05
box(3),0.314840927681579,0.24820285130604103,1.05
box(2),0.325447981108913,-0.4942534338004714,1.05
box(1),0.5136690662236666,0.29473066254382696,1.05
box(0),0.5683517033197871,-0.23885496037935494,1.05
box(9),0.6116755079108659,-0.057850456704605424,1.05
box(8),0.38765388553505675,0.40157375332469925,1.05
box(7),0.6458126427814079,-0.4475674134864711,1.05
box(6),0.3611846663139518,-0.1809880809574056,1.05
box(5),0.5480453383135332,0.081974137433652,1.05
box(4),0.5994854128957636,0.467591947462628,1.05
box(3),0.5082540543127374,-0.3864731237001442,1.05
box(2),0.3123207422477815,0.19621919010543742,1.05
box(1),0.3209268166319519,-0.39969467900458233,1.05
box(0),0.41405707126409935,-0.017844591567704016,1.05
box(9),0.588994370499002,0.2955461359139736,1.05
box(8),0.6117447589700722,-0.06634605353028,1.05
box(7),0.43541385710705716,0.3089566108733337,1.05
box(6),0.642392621300293,-0.49222181244668795,1.05
box(5),0.3068030107826404,-0.13389276852915022,1.05
box(4),0.5925162225167584,0.1371144248372832,1.05
box(3),0.6232923355131991,0.49408620504602707,1.05
box(2),0.43599389213957995,-0.27958946446855293,1.05
box(1),0.3539790278859387,0.12241561175410354,1.05
box(0),0.6034470485776166,-0.300184806796272,1.05
box(9),0.457735180611558,-0.12457282579900586,1.05
box(8),0.6088139932266765,0.3206946541360428,1.05
box(7),0.3563783017932324,-0.43639934323776486,1.05
box(6),0.6333472004374339,-0.025111212608959432,1.05
box(5),0.39681651662408235,0.4286691008180956,1.05
box(4),0.544573794725417,-0.48061264994340813,1.05
box(3),0.5712274119928166,0.11713169620665709,1.05
box(2),0.6397852679444075,0.47588378408533427,1.05
box(1),0.3736731120859814,0.2745384391534217,1.05
box(0),0.32395644512726257,-0.05560059204649326,1.05
box(9),0.45846263331405246,-0.2986854788693891,1.05
box(8),0.594148650472643,-0.17600033772881285,1.05
box(7),0.6196583333673324,0.2688747442476004,1.05
box(6),0.3105211044886815,-0.2696235728854812,1.05
box(5),0.3943581760010222,0.11760877035513839,1.05
box(4),0.3999243563100439,0.4616327935709066,1.05
box(3),0.34338348004556807,-0.41923516649998094,1.05
box(2),0.6098043891417465,-0.3298678957360939,1.05
box(1),0.5788478493926581,0.012841506579599815,1.05
box(0),0.5436226902158181,0.40635798066120077,1.05
box(9),0.39315175440217986,0.3091234820232919,1.05
box(8),0.405811153868444,-0.10654887179643302,1.05
box(7),0.6394854574607787,-0.16567547699753582,1.05
box(6),0.4771536952941322,-0.24927336652727594,1.05
box(5),0.5262089656818629,0.1989595284454968,1.05
box(4),0.3080468060631911,0.1488905275025253,1.05
box(3),0.302059610342456,0.4561294035213084,1.05
box(2),0.38945883211706733,-0.45090800803796116,1.05
box(1),0.31396366827495514,-0.24679006921795021,1.05
box(0),0.5958992391535118,-0.3882589939296337,1.05
box(9),0.6426088358068817,0.35807975328653696,1.05
box(8),0.40094377764587485,0.31447362786759003,1.05
box(7),0.5591115107155169,-0.0041160673015263605,1.05
box(6),0.3106336280994311,-0.015193189755956737,1.05
box(5),0.4912062819781623,0.4801034969708694,1.05
box(4),0.6248438307608305,0.1618968884776627,1.05
box(3),0.3920641467806678,0.12854048979395727,1.05
box(2),0.5679808736910388,-0.1638709247280764,1.05
box(1),0.4051693367790259,-0.4172552962680035,1.05
box(0),0.30010563016650404,-0.18996710099718628,1.05
box(9),0.3122963254630898,0.4683928123963984,1.05
box(8),0.5928987689807443,-0.4478511632006582,1.05
box(7),0.6389671464222589,0.3719197999830208,1.05
box(6),0.5111341020104256,0.25989960946842505,1.05
box(5),0.5198855647762414,0.029516633915239843,1.05
box(4),0.4964980179210282,0.4681108319197189,1.05
box(3),0.30405522843544186,-0.0026234439294278156,1.05
box(2),0.39540608045137066,0.12218956052187013,1.05
box(1),0.32283647572713614,0.2697552949303097,1.05
box(0),0.3080819332125501,-0.37964006898799474,1.05
box(9),0.6270027678877282,-0.130932147392539,1.05
box(8),0.5385019344649346,-0.29065007152775835,1.05
box(7),0.38526241553778406,-0.16182113659356978,1.05
box(6),0.6479789031275498,0.3758755152444938,1.05
box(5),0.44482961191400217,-0.46915789786638984,1.05
box(4),0.5015381731217802,0.2565430913812332,1.05
box(3),0.49051957537235497,0.4514988867504699,1.05
box(2),0.6496944258399613,-0.49556604081534583,1.05
box(1),0.4450485650513103,0.03699101478965239,1.05
box(0),0.3427978316726481,0.16901869455891905,1.05
box(9),0.3169847505812068,-0.35986244803303935,1.05
box(8),0.5750211533207621,-0.06699804176473445,1.05
box(7),0.6105113041822061,-0.29605676069621323,1.05
box(6),0.43454883295723934,-0.20064304163588476,1.05
box(5),0.6367478100037354,0.17928258053854806,1.05
box(4),0.43295998431844784,-0.4960143705677147,1.05
box(3),0.46733901720529814,0.2963170142522581,1.05
box(2),0.6484005479153142,0.43802092964428696,1.05
box(1),0.3656199541316907,0.46263290110750677,1.05
box(0),0.4235324208339406,0.011884552070123067,1.05
box(9),0.3064936902105552,0.15189225768628556,1.05
box(8),0.6117064366633288,-0.4955636776181842,1.05
box(7),0.3080583025972288,-0.37194261335082335,1.05
box(6),0.531204926612028,-0.318419061306943,1.05
box(5),0.3067927407075637,-0.1441371997842973,1.05
box(4),0.4981884842421125,-0.12991694239255103,1.05
box(3),0.5880249706408504,0.12751833158356884,1.05
box(2),0.491124665790727,0.36368527927309735,1.05
box(1),0.6079602694432111,-0.02185849108824378,1.05
box(0),0.5759471829320497,0.4946812157448697,1.05
box(9),0.3750480915621022,0.005888878646179818,1.05
box(8),0.3034923371604562,0.33688328992697225,1.05
box(7),0.44034785677118116,-0.4727547430827298,1.05
box(6),0.6426613588230334,-0.20814580455235443,1.05
box(5),0.6390293046001219,-0.3890116268092144,1.05
box(4),0.3225097151783487,-0.3196693302899861,1.05
box(3),0.3929650468270435,-0.18152470132261722,1.05
box(2),0.43368631137719216,0.1678374090564645,1.05
box(1),0.5599597706803017,0.33017528074722646,1.05
box(0),0.5770955566290239,0.00024017733987835577,1.05
box(9),0.403776633699762,0.4978850276801967,1.05
box(8),0.4127086457139563,-0.01643218798105861,1.05
box(7),0.5925077320822056,0.48069088155090645,1.05
box(6),0.6298735438381136,0.1795610443251594,1.05
box(5),0.4826709308857783,-0.4046946227347178,1.05
box(4),0.36017960456583464,0.3011371322022446,1.05
box(3),0.32647477050846807,-0.4531658237275602,1.05
box(2),0.43037957883581973,-0.2637858170569328,1.05
box(1),0.6352024401407298,-0.29311346982643427,1.05
box(0),0.6467873191348974,-0.1401385944208272,1.05
box(9),0.388708816120593,0.13284090029491646,1.05
box(8),0.34442343397492303,0.4599398008522937,1.05
box(7),0.43010493349820733,-0.02128512268731908,1.05
box(6),0.5714870981126607,0.43887233715720275,1.05
box(5),0.5878402119695212,0.2870609181957089,1.05
box(4),0.591579182387542,-0.4655277956701871,1.05
box(3),0.5615503160463873,0.09745288258666851,1.05
box(2),0.3211517041085685,-0.14310968915210864,1.05
box(1),0.4336943942232111,-0.3176628847597367,1.05
box(0),0.41573725588916427,0.3157417887284383,1.05
box(9),0.41432558193088154,-0.4985532022865007,1.05
box(8),0.6372760871223018,-0.15952723699381788,1.05
box(7),0.3206377902376405,0.14659735377542082,1.05
box(6),0.41655389802768633,-0.004468792004597266,1.05
box(5),0.35508591445171844,0.4991216252083458,1.05
box(4),0.614592115869175,0.2708802030957218,1.05
box(3),0.48657787211451065,-0.1460409645977212,1.05
box(2),0.5857330792340658,0.4899707677844597,1.05
box(1),0.5718426833839803,-0.4289205822895651,1.05
box(0),0.3037442500188591,-0.30771869431167875,1.05
box(9),0.6430789866034975,0.05445379886367696,1.05
box(8),0.41942311031815827,0.27521466361873725,1.05
box(7),0.42629140256139664,-0.46827123905240897,1.05
box(6),0.3403146000470937,0.14063810680814282,1.05
box(5),0.6472258007375229,-0.10857398015326525,1.05
box(4),0.5153872901165398,0.14738161894644952,1.05
box(3),0.32259900642411377,-0.07176361848461221,1.05
box(2),0.6439705730557812,-0.2597289151513099,1.05
box(1),0.43249067335705804,-0.20599838672640958,1.05
box(0),0.593979387766328,0.41745660087268477,1.05
box(9),0.6157847501117967,0.26709321106448203,1.05
box(8),0.4844773914056818,-0.0316420956308604,1.05
box(7),0.3287984158892693,0.3953918569611081,1.05
box(6),0.5069950909035934,-0.47087950596255823,1.05
box(5),0.4080257125920743,0.2630605028039865,1.05
box(4),0.35723790045742004,-0.3748577390265406,1.05
box(3),0.6232916859525699,-0.10786448470012133,1.05
box(2),0.32696588392352977,-0.08075873962773561,1.05
box(1),0.3056338715903063,0.1060796209247461,1.05
box(0),0.47111674385277785,-0.2103969787664869,1.05
box(9),0.6329178044132932,0.42033646481240683,1.05
box(8),0.5992954337411314,-0.33375459258131857,1.05
box(7),0.46918767522357907,0.08653656440041624,1.05
box(6),0.5700769965759194,0.28220272210061637,1.05
box(5),0.3741680733724675,0.4508322708697704,1.05
box(4),0.6274441605239696,0.12582968195423072,1.05
box(3),0.42384529837100027,-0.385958876820645,1.05
box(2),0.30153032662088575,-0.25472865831345026,1.05
box(1),0.38000150517831177,0.26132423281364703,1.05
box(0),0.3121102852660577,0.025058175283313888,1.05
box(9),0.47104355440159407,-0.07227286629490381,1.05
box(8),0.5304453300913742,0.44587686435214835,1.05
box(7),0.5277207581696054,-0.23594516164022694,1.05
box(6),0.30990203773060626,-0.4922189760005947,1.05
box(5),0.622843727206434,-0.08584355466001592,1.05
box(4),0.6408320699865118,-0.346230176117446,1.05
box(3),0.6218883727009484,-0.4996438486384299,1.05
box(2),0.599478365843179,0.30579010409620033,1.05
box(1),0.3418408689237802,-0.18975630811767707,1.05
box(0),0.3060593565577139,0.47702141068856885,1.05
box(9),0.476922379557679,-0.3788665281298371,1.05
box(8),0.35244242542757476,0.2916034816021529,1.05
box(7),0.46134102191771464,-0.07154219581964671,1.05
box(6),0.6226197714849325,0.12886826022444386,1.05
box(5),0.6439901417519225,0.45040210468550457,1.05
box(4),0.4530268571421519,0.13152913489718354,1.05
box(3),0.47797131370488455,0.430086777287082,1.05
box(2),0.5162614008640036,-0.22183846971321386,1.05
box(1),0.3168576127769155,0.04557409365215126,1.05
box(0),0.6423391045749643,-0.03816389323480507,1.05
box(9),0.3433283254824715,-0.4580895680310014,1.05
box(8),0.5989105802762231,-0.37739082846871175,1.05
box(7),0.5347933665277851,0.27056034980970267,1.05
box(6),0.3037388667016657,0.4974254869912995,1.05
box(5),0.3440408564260566,-0.12326030074295502,1.05
box(4),0.30062212573820424,0.3009521840190392,1.05
box(3),0.5433973587634177,0.11146146114503064,1.05
box(2),0.48682359109012885,-0.04505216096501641,1.05
box(1),0.511138727450059,0.49490214571315694,1.05
box(0),0.48668945492955284,-0.21158653833313512,1.05
box(9),0.3481796259721982,0.1402510255952948,1.05
box(8),0.30692740561389026,-0.3500344047157399,1.05
box(7),0.6495326083952906,-0.0794590933815622,1.05
box(6),0.609160072872418,0.3050136437405663,1.05
box(5),0.6305220865360137,-0.48052067675315013,1.05
box(4),0.325199558067057,-0.054327941039143846,1.05
box(3),0.45772162628533797,-0.48891959140509555,1.05
box(2),0.33778189205288234,0.4189078290270597,1.05
box(1),0.5010794382366055,0.15126904671922903,1.05
box(0),0.6426032524883172,0.4706864850206406,1.05
box(9),0.6368621198042934,-0.3203696206653568,1.05
box(8),0.49045041080861407,-0.2387472752534504,1.05
box(7),0.3183801638828125,0.12120843240651746,1.05
box(6),0.6181157071937431,-0.07533503227374017,1.05
box(5),0.4830667772603532,0.32214594184930667,1.05
box(4),0.6360163850785938,0.28004497882970236,1.05
box(3),0.4899144494065223,0.49343839049560534,1.05
box(2),0.3591737576201615,-0.33599861735359915,1.05
box(1),0.46616790022304033,-0.019941831904961127,1.05
box(0),0.5361978122064375,0.1197551762519552,1.05
box(9),0.32734286591452205,0.2856227503764883,1.05
box(8),0.5804555900477995,-0.4004341974807871,1.05
box(7),0.34673422094148637,-0.492544013180239,1.05
box(6),0.5195306067760934,-0.2526064236316157,1.05
box(5),0.31617503749969667,0.021070184350496457,1.05
box(4),0.6431743163021391,0.44387067500606225,1.05
box(3),0.6398501219560988,-0.11507175274241732,1.05
box(2),0.3130798044114631,0.4753623360518008,1.05
box(1),0.3018732366722239,-0.27453569743427453,1.05
box(0),0.5132479675060764,0.287974328696609,1.05
box(9),0.4478082601212243,-0.07773826418204743,1.05
box(8),0.5953592442456719,0.08294248218477696,1.05
box(7),0.591987583937593,-0.40827969855193336,1.05
box(6),0.3436913018715894,-0.45597297674251336,1.05
box(5),0.5096622366931359,-0.22467587870634786,1.05
box(4),0.315382588651322,0.08576542809812837,1.05
box(3),0.6414479607011028,0.44148647219965786,1.05
box(2),0.35860073033003975,0.2985415335800553,1.05
box(1),0.44244818935079344,0.48091824837189134,1.05
box(0),0.3180356742013055,-0.23896512069864995,1.05
box(9),0.6284102498380253,-0.12284562427401491,1.05
box(8),0.5967273607817333,0.2926347383053296,1.05
box(7),0.41031472891011705,-0.0957669559621056,1.05
box(6),0.6312991081710404,-0.38021874797264377,1.05
box(5),0.6137435177035606,0.05684964964341743,1.05
box(4),0.3143904566455127,-0.4440054656735227,1.05
box(3),0.3131878846895438,0.07886220776973274,1.05
box(2),0.48672845337639986,-0.4654553914056373,1.05
box(1),0.6338765586082551,0.4816946761915092,1.05
box(0),0.35769589445518624,0.3617728212936395,1.05
box(9),0.40966341002311424,-0.2631371929237767,1.05
box(8),0.48369573241979347,0.44722893385333584,1.05
box(7),0.5062774801029705,0.2018337965370528,1.05
box(6),0.5697333435159866,-0.19826558340041645,1.05
box(5),0.3322724531309519,-0.09622327971087796,1.05
box(4),0.47287252712750755,0.003329125094673757,1.05
box(3),0.6213140282331866,-0.03761003404148844,1.05
box(2),0.3176867414697335,0.2119189903864367,1.05
box(1),0.5835785642421372,-0.3666703543268802,1.05
box(0),0.4140036230252483,-0.4746101142976663,1.05
box(9),0.6490695903265147,0.15336093930388972,1.05
box(8),0.30402694030658406,-0.28674812389387727,1.05
box(7),0.4204899995473729,0.4845728187928291,1.05
box(6),0.46178190759658144,0.28619383994347325,1.05
box(5),0.6039854577197846,-0.21542512599567099,1.05
box(4),0.34733471437016167,-0.07895410728864671,1.05
box(3),0.38968361288423803,0.07553892680677143,1.05
box(2),0.5786421856126789,0.46211508464675055,1.05
box(1),0.6412091935279569,-0.028227482856440833,1.05
box(0),0.3103533070530992,0.36730677206848883,1.05
box(9),0.35725564664593934,-0.47377575163533003,1.05
box(8),0.6143687349331062,0.14061692988633145,1.05
box(7),0.5771878686797118,-0.40270399616784935,1.05
box(6),0.33144182252513343,-0.2570667098474022,1.05
box(5),0.47810328519253553,0.29609332254965826,1.05
box(4),0.49651606541335214,-0.21342314400556905,1.05
box(3),0.4907443676763983,-0.037940937786978046,1.05
box(2),0.3549099348592503,0.039986472024755915,1.05
box(1),0.48060744559802343,0.4525162054870254,1.05
box(0),0.35371486716630796,0.19715562143767373,1.05
box(9),0.6370951124187905,-0.15270146838802667,1.05
box(8),0.32090168412662706,0.44505094901129894,1.05
box(7),0.3594247313125568,-0.43063475219092173,1.05
box(6),0.6324910028221873,0.10168370559607465,1.05
box(5),0.6467413023612327,-0.36599690450797384,1.05
box(4),0.5853039370258626,0.31971662640449117,1.05
box(3),0.4137354896568052,-0.24473178872567214,1.05
box(2),0.48947199659604446,-0.06358329462857026,1.05
box(1),0.31467577278819053,-0.010254468582906684,1.05
box(0),0.4735675062249166,0.4719894484812127,1.05
box(9),0.38674598214872863,0.15314667098264756,1.05
box(8),0.6396800679757817,-0.12173803986783494,1.05
box(7),0.3200092051763333,0.4500624349182841,1.05
box(6),0.46857110730212215,-0.3881960141735328,1.05
box(5),0.6498213421205215,0.07090103667049785,1.05
box(4),0.3536534080487616,0.30168437199117615,1.05
box(3),0.573585880912509,0.35331276626542785,1.05
box(2),0.47983310520464084,-0.2230321249310796,1.05
box(1),0.4546976320938032,-0.07182658998799862,1.05
box(0),0.3526356791963503,-0.4881030147231431,1.05
box(9),0.6383020204681964,-0.3970945587080491,1.05
box(8),0.4687927597897945,0.13372659300918532,1.05
box(7),0.4726525248871286,0.49914397578855674,1.05
box(6),0.3051438869746603,0.1371758104567522,1.05
box(5),0.3197112939941065,-0.16680659505723905,1.05
box(4),0.6238940934516809,-0.1417112429981564,1.05
box(3),0.3787253109553865,0.37889631433678495,1.05
box(2),0.5156084736232427,0.3106936692443676,1.05
box(1),0.510182491312437,-0.25873737956872855,1.05
box(0),0.6248608860797628,0.10677355402501776,1.05
box(9),0.35962314209527124,-0.38566232706080694,1.05
box(8),0.6061623363708197,-0.46206674587435415,1.05
box(7),0.47832236382766335,-0.04085390849612669,1.05
box(6),0.5170143357948651,0.46687329151159485,1.05
box(5),0.3192057648089336,0.1557855535749314,1.05
box(4),0.30338182411710773,-0.15590290868345202,1.05
box(3),0.6479579616379132,-0.18248015750947566,1.05
box(2),0.33956630397644527,0.3753675192198854,1.05
box(1),0.5103271914950893,0.2746551977448599,1.05
box(0),0.4351126869445747,-0.2531096330146939,1.05
box(9),0.3269378895692285,-0.004568928946256046,1.05
box(8),0.5994259275473766,0.08917279727900462,1.05
box(7),0.5235226586674518,-0.4452972001113831,1.05
box(6),0.3117509596340617,-0.4536940387058429,1.05
box(5),0.5571317314769679,-0.05866886788018033,1.05
box(4),0.40230580855804976,0.15987478962272872,1.05
box(3),0.5589986817047572,0.46514759855525833,1.05
box(2),0.6033503014570898,-0.30616807643196375,1.05
box(1),0.36580200905446014,0.34511430553122346,1.05
box(0),0.5585714906743466,0.24297215843503117,1.05
box(9),0.34951933765584176,-0.1839976946725529,1.05
box(8),0.3012413786255661,-0.017534776194977675,1.05
box(7),0.38899219193504936,0.4995599162580413,1.05
box(6),0.47271298811867785,-0.4100452109992708,1.05
box(5),0.31033381824412803,-0.48842220920693247,1.05
box(4),0.4677544655351713,-0.0009799905201673953,1.05
box(3),0.3324998679898342,0.19110793503188983,1.05
box(2),0.5289621227858817,-0.1662810750469913,1.05
box(1),0.6307334492720142,0.48305237974817317,1.05
box(0),0.6366559598297602,0.10205252780401386,1.05
box(9),0.6371839969963923,-0.37369081824649564,1.05
box(8),0.45261188342028275,0.3266121151319624,1.05
box(7),0.32917632780752426,-0.172079745360477,1.05
box(6),0.326516548748912,0.4135061656529465,1.05
box(5),0.4536418075536173,-0.34347777533805757,1.05
box(4),0.346311007953304,-0.4877448462788553,1.05
box(3),0.30465100163305825,0.014881646470173981,1.05
box(2),0.46069741472169967,0.14008515507870922,1.05
box(1),0.5802920950863102,-0.1659505210669766,1.05
